make,model,car_year,drive_train,curb_weight,car_height,car_width,car_length
NISSAN,ALTIMA,2010,FWD,1470,1470,1795,4845
NISSAN,ALTIMA,2011,FWD,1444,1471,1796,4844
NISSAN,ALTIMA,2012,FWD,1471,1471,1796,4844
NISSAN,ALTIMA,2013,FWD,1410,1471,1829,4864
NISSAN,ALTIMA,2014,FWD,1448,1471,1831,4846
NISSAN,ALTIMA,2015,FWD,1450,1471,1831,4864
NISSAN,ALTIMA,2016,FWD,1457,1471,1829,4874
NISSAN,ALTIMA,2017,FWD,1461,1471,1829,4874
NISSAN,ALTIMA,2018,FWD,1488,1476,1829,4880
NISSAN,ALTIMA,2019,AWD,1605,1443,1836,4901
NISSAN,ALTIMA,2020,AWD,1615,1443,1836,4900
NISSAN,ALTIMA,2021,AWD,1565,1443,1852,4901
NISSAN,ALTIMA,2022,AWD,1577,1443,1836,4900
NISSAN,ALTIMA,2022,FWD,1475,1440,1854,4900
NISSAN,ALTIMA,2023,AWD,1611,1440,1852,4900
NISSAN,ALTIMA,2023,FWD,1472,1443,1836,4900
NISSAN,ALTIMA,2024,AWD,1607,1443,1852,4900
NISSAN,ALTIMA,2024,FWD,1473,1445,1830,4890
NISSAN,ALTIMA,2025,AWD,1595,1450,1850,4900
NISSAN,ALTIMA,2025,FWD,1490,1440,1850,4900
NISSAN,ALTIMA,2026,AWD,1590,1440,1840,4900
NISSAN,ALTIMA,2026,FWD,1485,1445,1855,4905
NISSAN,ARIYA,2023,4WD,2326,1661,1859,4646
NISSAN,ARIYA,2023,NA,2012,1661,1869,4646
NISSAN,ARIYA,2024,4WD,2268,1655,1850,4595
NISSAN,ARIYA,2024,NA,1984,1661,1857,4646
NISSAN,ARIYA,2025,AWD,2250,1660,1850,4595
NISSAN,ARIYA,2025,FWD,2009,1660,1850,4595
NISSAN,ARIYA,2026,AWD,2260,1650,1850,4595
NISSAN,ARIYA,2026,FWD,2026,1661,1850,4595
NISSAN,ARMADA,2004,NA,2410,1976,2017,5255
NISSAN,ARMADA,2005,NA,2500,2009,2002,5255
NISSAN,ARMADA,2006,AWD,2605,1976,2014,5255
NISSAN,ARMADA,2007,AWD,2370,1999,2017,5255
NISSAN,ARMADA,2008,4WD,2660,1976,2017,5276
NISSAN,ARMADA,2009,4WD,2620,1986,2002,5271
NISSAN,ARMADA,2010,4WD,2650,1986,2002,5271
NISSAN,ARMADA,2011,4WD,2645,1981,2017,5276
NISSAN,ARMADA,2012,4WD,2543,1981,2017,5276
NISSAN,ARMADA,2014,4WD,2622,1961,2014,5276
NISSAN,ARMADA,2015,4WD,2611,1981,2017,5276
NISSAN,ARMADA,2017,AWD,2712,1925,2029,5306
NISSAN,ARMADA,2018,AWD,2700,1925,2030,5306
NISSAN,ARMADA,2019,AWD,2707,1925,2029,5306
NISSAN,ARMADA,2020,AWD,2708,1935,2029,5306
NISSAN,ARMADA,2022,AWD,2702,1925,2029,5306
NISSAN,ARMADA,2022,RWD,2635,1925,2029,5306
NISSAN,ARMADA,2023,4WD,2708,1925,2029,5306
NISSAN,ARMADA,2023,RWD,2567,1935,2029,5306
NISSAN,ARMADA,2024,4WD,2732,1971,2029,5306
NISSAN,ARMADA,2024,RWD,2581,1971,2029,5306
NISSAN,ARMADA,2025,AWD,2700,1899,2029,5364
NISSAN,ARMADA,2025,RWD,2600,1945,2030,5310
NISSAN,ARMADA,2026,AWD,2780,1960,2045,5380
NISSAN,ARMADA,2026,RWD,2650,1975,2030,5365
NISSAN,CUBE,2009,FWD,1215,1650,1695,3980
NISSAN,CUBE,2010,FWD,1265,1670,1695,3980
NISSAN,CUBE,2011,FWD,1256,1669,1694,3980
NISSAN,CUBE,2013,FWD,1256,1669,1694,3980
NISSAN,FRONTIER,1998,NA,1678,1707,1689,5154
NISSAN,FRONTIER,1999,NA,1420,1605,1689,5062
NISSAN,FRONTIER,2000,NA,1473,1615,1689,5075
NISSAN,FRONTIER,2001,NA,1600,1707,1801,5024
NISSAN,FRONTIER,2002,NA,1650,1715,1821,4961
NISSAN,FRONTIER,2003,NA,1750,1700,1829,4890
NISSAN,FRONTIER,2004,NA,1679,1684,1826,5159
NISSAN,FRONTIER,2011,4WD,2020,1786,1849,5220
NISSAN,FRONTIER,2012,4WD,2040,1770,1849,5220
NISSAN,FRONTIER,2013,4WD,1879,1770,1849,5220
NISSAN,FRONTIER,2014,4WD,2019,1852,1849,5220
NISSAN,FRONTIER,2015,4WD,1950,1770,1849,5220
NISSAN,FRONTIER,2016,4WD,2026,1800,1849,5220
NISSAN,FRONTIER,2017,AWD,2069,1857,1849,5220
NISSAN,FRONTIER,2018,AWD,2043,1826,1849,5220
NISSAN,FRONTIER,2019,AWD,2066,1781,1849,5220
NISSAN,FRONTIER,2022,4WD,2088.5,1850.5,1854,5339
NISSAN,FRONTIER,2022,RWD,1980,1827.5,1854,5339
NISSAN,FRONTIER CREW CAB,2023,4WD,2067,1852,1897,5339
NISSAN,FRONTIER CREW CAB,2023,RWD,1970,1854,1897,5339
NISSAN,FRONTIER CREW CAB,2024,4WD,2143,1887,1854,5339
NISSAN,FRONTIER CREW CAB,2024,RWD,1985,1831,1854,5339
NISSAN,FRONTIER CREW CAB,2025,4WD,2132,1887,1854,5339
NISSAN,FRONTIER CREW CAB,2025,RWD,1985,1857,1854,5339
NISSAN,FRONTIER CREW CAB,2026,4WD,2080,1870,1897,5339
NISSAN,FRONTIER CREW CAB,2026,RWD,2040,1857,1854,5339
NISSAN,FRONTIER KING CAB,2023,4WD,2044,1875,1897,5339
NISSAN,FRONTIER KING CAB,2023,RWD,1986,1849,1854,5339
NISSAN,FRONTIER KING CAB,2024,4WD,2000,1839,1897,5339
NISSAN,FRONTIER KING CAB,2024,RWD,1955,1857,1897,5339
NISSAN,FRONTIER KING CAB,2025,4WD,2004,1857,1854,5339
NISSAN,FRONTIER KING CAB,2025,RWD,1984,1824,1854,5339
NISSAN,FRONTIER KING CAB,2026,4WD,2050,1860,1855,5340
NISSAN,FRONTIER KING CAB,2026,RWD,1900,1875,1897,5340
NISSAN,GT-R,2010,AWD,1740,1370,1895,4655
NISSAN,GTR,2019,AWD,1784,1369,1895,4709
NISSAN,GTR,2023,4WD,1784,1370,1895,4710
NISSAN,GTR,2024,4WD,1751,1369,1895,4689
NISSAN,JUKE,2011,4WD,1434,1570,1765,4135
NISSAN,JUKE,2012,AWD,1418,1570,1765,4125
NISSAN,JUKE,2013,AWD,1472,1570,1765,4125
NISSAN,JUKE,2014,AWD,1435,1565,1765,4135
NISSAN,JUKE,2015,AWD,1402,1565,1765,4135
NISSAN,JUKE,2016,AWD,1398,1565,1765,4135
NISSAN,KICKS,2018,FWD,1197,1590,1760,4295
NISSAN,KICKS,2019,FWD,1197,1595,1760,4295
NISSAN,KICKS,2020,FWD,1197,1608,1760,4295
NISSAN,KICKS,2022,FWD,1211,1608,1760,4295
NISSAN,KICKS,2023,FWD,1208.5,1604.5,1760,4297.5
NISSAN,KICKS,2024,FWD,1211,1621,1760,4295
NISSAN,KICKS,2025,AWD,1520,1626,1801,4366
NISSAN,KICKS,2025,FWD,1351,1626,1801,4366
NISSAN,KICKS,2026,AWD,1424,1615,1801,4366
NISSAN,KICKS,2026,FWD,1350,1625,1801,4366
NISSAN,KICKS PLAY,2025,FWD,1430,1610,1801,4366
NISSAN,LEAF,2011,FWD,1522,1549,1770,4445
NISSAN,LEAF,2013,FWD,1530,1545,1770,4445
NISSAN,LEAF,2015,FWD,1535,1545,1770,4445
NISSAN,LEAF (40 KWH BATTERY),2022,FWD,1555,1549,1791,4480
NISSAN,LEAF (40 KWH BATTERY),2023,FWD,1579,1540,1785,4490
NISSAN,LEAF (40 KWH BATTERY),2024,FWD,1572,1539,1791,4491
NISSAN,LEAF (40 KWH BATTERY),2025,FWD,1555,1570,1803,4481
NISSAN,LEAF (53 KWH BATTERY),2026,FWD,1680,1550,1790,4520
NISSAN,LEAF PLUS (60 KWH BATTERY),2023,FWD,1554,1560,1803,4481
NISSAN,LEAF PLUS (60 KWH BATTERY),2024,FWD,1749,1539,1791,4491
NISSAN,LEAF PLUS (60 KWH BATTERY),2025,FWD,1726,1549,1788,4491
NISSAN,LEAF PLUS (62 KWH BATTERY),2022,FWD,1720,1570,1800,4480
NISSAN,LEAF PLUS (75 KWH BATTERY),2026,FWD,1840,1545,1805,4530
NISSAN,MAXIMA,1992,NA,1395,1394,1760,4765
NISSAN,MAXIMA,1995,NA,1420,1405,1775,4765
NISSAN,MAXIMA,1996,NA,1395,1395,1770,4770
NISSAN,MAXIMA,1997,NA,1390,1401,1770,4811
NISSAN,MAXIMA,1998,NA,1390,1400,1770,4770
NISSAN,MAXIMA,1999,NA,1440,1405,1770,4839
NISSAN,MAXIMA,2000,NA,1472,1425,1786,4826
NISSAN,MAXIMA,2001,NA,1475,1425,1786,4836
NISSAN,MAXIMA,2002,NA,1497,1425,1786,4864
NISSAN,MAXIMA,2003,NA,1530,1435,1786,4864
NISSAN,MAXIMA,2004,NA,1573,1455,1821,4915
NISSAN,MAXIMA,2005,NA,1576,1435,1821,4935
NISSAN,MAXIMA,2006,FWD,1573,1463,1821,4938
NISSAN,MAXIMA,2007,FWD,1573,1435,1821,4938
NISSAN,MAXIMA,2008,FWD,1572,1435,1821,4915
NISSAN,MAXIMA,2009,FWD,1630,1471,1859,4841
NISSAN,MAXIMA,2010,FWD,1630,1471,1859,4859
NISSAN,MAXIMA,2011,FWD,1623,1453,1859,4841
NISSAN,MAXIMA,2012,FWD,1621,1453,1859,4915
NISSAN,MAXIMA,2013,FWD,1617,1455,1859,4915
NISSAN,MAXIMA,2014,FWD,1617,1471,1859,4851
NISSAN,MAXIMA,2016,FWD,1584,1435,1859,4897
NISSAN,MAXIMA,2017,FWD,1578,1435,1859,4897
NISSAN,MAXIMA,2018,FWD,1588,1435,1859,4897
NISSAN,MAXIMA,2019,FWD,1578,1435,1859,4897
NISSAN,MAXIMA,2020,FWD,1630,1435,1859,4897
NISSAN,MAXIMA,2022,FWD,1779,1435,1859,4897
NISSAN,MAXIMA,2023,FWD,1629,1435,1859,4902
NISSAN,MURANO,2003,NA,1723,1689,1880,4765
NISSAN,MURANO,2004,NA,1741,1689,1880,4765
NISSAN,MURANO,2005,NA,1815,1690,1880,4765
NISSAN,MURANO,2006,AWD,1816,1704,1877,4775
NISSAN,MURANO,2007,AWD,1792,1689,1880,4770
NISSAN,MURANO,2009,AWD,1748,1729,1882,4834
NISSAN,MURANO,2010,AWD,1800,1702,1872,4788
NISSAN,MURANO,2011,AWD,1845,1720,1882,4829
NISSAN,MURANO,2012,AWD,1845,1720,1905,4834
NISSAN,MURANO,2013,AWD,1845,1730,1880,4834
NISSAN,MURANO,2014,AWD,1845,1727,1885,4834
NISSAN,MURANO,2015,AWD,1748,1722,1915,4897
NISSAN,MURANO,2016,AWD,1786,1702,1915,4897
NISSAN,MURANO,2017,AWD,1827,1692,1915,4897
NISSAN,MURANO,2018,AWD,1827,1690,1915,4897
NISSAN,MURANO,2019,AWD,1841,1692,1915,4887
NISSAN,MURANO,2020,AWD,1827,1692,1915,4887
NISSAN,MURANO,2022,AWD,1845,1689,1915,4897
NISSAN,MURANO,2022,FWD,1732,1690,1915,4887
NISSAN,MURANO,2023,AWD,1840,1722,1915,4897
NISSAN,MURANO,2023,FWD,1735,1722,1915,4897
NISSAN,MURANO,2024,AWD,1819,1720,1915,4897
NISSAN,MURANO,2024,FWD,1779,1722,1915,4897
NISSAN,MURANO,2025,AWD,1840,1699,1915,4887
NISSAN,MURANO,2025,FWD,1720,1690,1915,4900
NISSAN,MURANO,2026,AWD,1865,1710,1925,4910
NISSAN,MURANO,2026,FWD,1780,1700,1920,4920
NISSAN,NV200,2014,FWD,1447,1872,1730,4732
NISSAN,NV200,2015,FWD,1460,1872,1730,4729
NISSAN,NV200,2016,FWD,1387,1872,1730,4732
NISSAN,NV200,2017,FWD,1438,1872,1731,4732
NISSAN,NV200,2018,FWD,1435,1872,1730,4732
NISSAN,NV200,2019,FWD,1399,1872,1702,4729
NISSAN,PATHFINDER,1992,NA,1720,1720,1690,4375
NISSAN,PATHFINDER,1993,NA,1715,1735,1689,4539
NISSAN,PATHFINDER,1994,NA,1800,1720,1690,4420
NISSAN,PATHFINDER,1995,NA,1720,1680,1690,4495
NISSAN,PATHFINDER,1997,NA,1792,1760,1839,4529
NISSAN,PATHFINDER,1999,NA,1855,1745,1755,4640
NISSAN,PATHFINDER,2000,NA,1846,1750,1821,4640
NISSAN,PATHFINDER,2001,NA,1889,1755,1821,4640
NISSAN,PATHFINDER,2002,NA,1972,1735,1821,4615
NISSAN,PATHFINDER,2003,NA,1881,1765,1745,4620
NISSAN,PATHFINDER,2004,NA,1991,1760,1821,4529
NISSAN,PATHFINDER,2005,NA,2041,1836,1849,4884
NISSAN,PATHFINDER,2006,AWD,2127,1849,1849,4765
NISSAN,PATHFINDER,2007,AWD,2041,1829,1849,4765
NISSAN,PATHFINDER,2008,AWD,2165,1829,1849,4884
NISSAN,PATHFINDER,2009,AWD,2086,1854,1862,4813
NISSAN,PATHFINDER,2010,4WD,2047,1836,1849,4884
NISSAN,PATHFINDER,2011,4WD,2118,1834,1849,4884
NISSAN,PATHFINDER,2012,4WD,2047,1829,1849,4884
NISSAN,PATHFINDER,2013,AWD,1958,1768,1961,5003
NISSAN,PATHFINDER,2014,AWD,1952,1768,1961,5009
NISSAN,PATHFINDER,2015,AWD,1965,1768,1961,5008
NISSAN,PATHFINDER,2016,AWD,1996,1768,1961,5009
NISSAN,PATHFINDER,2017,AWD,1984,1768,1961,5009
NISSAN,PATHFINDER,2018,AWD,2069,1768,1961,5042
NISSAN,PATHFINDER,2019,AWD,1979,1768,1961,5042
NISSAN,PATHFINDER,2020,AWD,2041,1768,1961,5004
NISSAN,PATHFINDER,2022,AWD,2090,1801,1966,5022
NISSAN,PATHFINDER,2022,FWD,1955,1801,1979,5022
NISSAN,PATHFINDER,2023,AWD,2043,1801,1979,5022
NISSAN,PATHFINDER,2023,FWD,1954,1786,1979,5022
NISSAN,PATHFINDER,2024,AWD,2091,1801,1979,5022
NISSAN,PATHFINDER,2024,FWD,1961,1778,1979,5022
NISSAN,PATHFINDER,2025,AWD,2080,1870,1979,5022
NISSAN,PATHFINDER,2025,FWD,1955,1801,1979,5022
NISSAN,PATHFINDER,2026,AWD,2080,1780,1980,5010
NISSAN,PATHFINDER,2026,FWD,2010,1785,1975,5005
NISSAN,PICKUP,1990,NA,1350,1600,1690,4850
NISSAN,PICKUP,1991,NA,1400,1580,1680,4680
NISSAN,PICKUP,1993,NA,1460,1590,1689,4816
NISSAN,PICKUP,1994,NA,1420,1570,1690,4770
NISSAN,PICKUP,1995,NA,1400,1564,1689,4806
NISSAN,QUEST,1997,FWD,1815,1760,1890,4900
NISSAN,QUEST,2000,FWD,1699,1735,1900,4933
NISSAN,QUEST,2001,FWD,1780,1735,1897,4935
NISSAN,QUEST,2004,FWD,1814,1773,1971,5080
NISSAN,QUEST,2005,FWD,1912,1778,1961,5184
NISSAN,QUEST,2006,FWD,1875,1773,1966,5080
NISSAN,QUEST,2007,FWD,1870,1778,1961,5184
NISSAN,QUEST,2008,FWD,1879,1778,1971,5184
NISSAN,QUEST,2011,FWD,1961,1854,1971,5100
NISSAN,QUEST,2012,FWD,1984,1854,1971,5100
NISSAN,QUEST,2013,FWD,1982,1854,1971,5100
NISSAN,QUEST,2014,FWD,1973,1854,1971,5100
NISSAN,QUEST,2015,FWD,1983,1880,1971,5100
NISSAN,QUEST,2016,FWD,1984,1854,1971,5100
NISSAN,ROGUE,2008,AWD,1535,1684,1801,4646
NISSAN,ROGUE,2009,AWD,1561,1659,1801,4646
NISSAN,ROGUE,2010,AWD,1596,1684,1783,4630
NISSAN,ROGUE,2011,AWD,1571,1684,1786,4630
NISSAN,ROGUE,2012,AWD,1573,1674,1801,4656
NISSAN,ROGUE,2013,AWD,1555,1659,1801,4646
NISSAN,ROGUE,2014,AWD,1573,1684,1839,4630
NISSAN,ROGUE,2015,AWD,1573,1684,1839,4630
NISSAN,ROGUE,2016,AWD,1610,1715,1839,4630
NISSAN,ROGUE,2017,AWD,1635,1715,1839,4686
NISSAN,ROGUE,2018,AWD,1630,1684,1839,4689
NISSAN,ROGUE,2019,AWD,1621,1715,1839,4686
NISSAN,ROGUE,2020,AWD,1636,1720,1839,4686
NISSAN,ROGUE,2022,AWD,1607,1689,1839,4648
NISSAN,ROGUE,2022,FWD,1533,1684,1839,4648
NISSAN,ROGUE,2023,AWD,1620,1689,1839,4648
NISSAN,ROGUE,2023,FWD,1568,1689,1839,4648
NISSAN,ROGUE,2024,AWD,1597,1689,1839,4648
NISSAN,ROGUE,2024,FWD,1568,1689,1839,4648
NISSAN,ROGUE,2025,AWD,1660,1689,1839,4653
NISSAN,ROGUE,2025,FWD,1570,1690,1840,4650
NISSAN,ROGUE,2026,AWD,1630,1690,1840,4680
NISSAN,ROGUE,2026,FWD,1590,1695,1845,4660
NISSAN,ROGUE SELECT,2014,AWD,1525,1659,1801,4646
NISSAN,ROGUE SPORT,2017,AWD,1538,1600,1806,4394
NISSAN,ROGUE SPORT,2018,AWD,1573,1588,1836,4379
NISSAN,ROGUE SPORT,2019,AWD,1568,1588,1836,4379
NISSAN,ROGUE SPORT,2020,AWD,1572,1608,1836,4389
NISSAN,ROGUE SPORT,2022,AWD,1525,1588,1836,4389
NISSAN,ROGUE SPORT,2022,FWD,1474,1588,1836,4389
NISSAN,SENTRA,1994,NA,1085,1360,1665,4310
NISSAN,SENTRA,1995,NA,1055,1390,1695,4305
NISSAN,SENTRA,1996,NA,1105,1385,1695,4335
NISSAN,SENTRA,1997,NA,1120,1374,1689,4326
NISSAN,SENTRA,1998,NA,1130,1389,1700,4330
NISSAN,SENTRA,1999,NA,1121,1384,1694,4346
NISSAN,SENTRA,2001,NA,1135,1415,1710,4495
NISSAN,SENTRA,2002,NA,1170,1415,1709,4496
NISSAN,SENTRA,2003,NA,1170,1440,1710,4496
NISSAN,SENTRA,2004,NA,1200,1410,1709,4509
NISSAN,SENTRA,2005,NA,1149,1425,1709,4508
NISSAN,SENTRA,2006,FWD,1176,1425,1710,4496
NISSAN,SENTRA,2007,FWD,1287,1511,1791,4567
NISSAN,SENTRA,2008,FWD,1350,1511,1791,4567
NISSAN,SENTRA,2009,FWD,1318,1511,1791,4567
NISSAN,SENTRA,2010,FWD,1350,1511,1791,4567
NISSAN,SENTRA,2011,FWD,1317,1530,1790,4567
NISSAN,SENTRA,2012,FWD,1334,1511,1765,4575
NISSAN,SENTRA,2013,FWD,1300,1496,1760,4625
NISSAN,SENTRA,2014,FWD,1300,1496,1760,4615
NISSAN,SENTRA,2015,FWD,1302,1495,1760,4625
NISSAN,SENTRA,2016,FWD,1295,1496,1763,4625
NISSAN,SENTRA,2017,FWD,1295,1496,1760,4663
NISSAN,SENTRA,2018,FWD,1295,1496,1760,4625
NISSAN,SENTRA,2019,FWD,1299,1496,1760,4605
NISSAN,SENTRA,2020,FWD,1355,1455,1816,4646
NISSAN,SENTRA,2022,FWD,1376,1445,1816,4641
NISSAN,SENTRA,2023,FWD,1341,1450,1815,4640
NISSAN,SENTRA,2024,FWD,1397,1445,1816,4641
NISSAN,SENTRA,2025,FWD,1360,1450,1816,4640
NISSAN,SENTRA,2026,FWD,1380,1455,1820,4660
NISSAN,TITAN,2004,NA,2360,1930,2000,5625
NISSAN,TITAN,2005,NA,2354,1930,2002,5776
NISSAN,TITAN,2006,AWD,2449,1946,2002,5695
NISSAN,TITAN,2007,AWD,2459,1946,2002,5695
NISSAN,TITAN,2008,4WD,2445,1971,2019,5705
NISSAN,TITAN,2009,4WD,2380,1968,2004,5606
NISSAN,TITAN,2011,4WD,2451,1946,2019,5705
NISSAN,TITAN,2012,4WD,2548,1946,2019,5705
NISSAN,TITAN,2014,4WD,2507,1943,2019,5705
NISSAN,TITAN,2017,AWD,2669,1979,2019,5794
NISSAN,TITAN,2018,AWD,2681,1961,2019,5794
NISSAN,TITAN,2019,AWD,2680,1961,2050,5794
NISSAN,TITAN CREW CAB,2022,4WD,2583,2000,2019,5804
NISSAN,TITAN CREW CAB,2022,RWD,2426,1953,2019,5804
NISSAN,TITAN CREW CAB,2023,4WD,2547,1953,2050,5804
NISSAN,TITAN CREW CAB,2023,RWD,2538,1953,2050,5804
NISSAN,TITAN CREW CAB,2024,4WD,2721,1961,2019,5804
NISSAN,TITAN CREW CAB,2024,RWD,2490,1943,2019,5804
NISSAN,TITAN KING CAB,2022,4WD,2548,1953,2050,5804
NISSAN,TITAN KING CAB,2022,RWD,2605,1953,2019,5804
NISSAN,TITAN KING CAB,2023,4WD,2544,1961,2050,5804
NISSAN,TITAN KING CAB,2023,RWD,2496,1925,2051,5804
NISSAN,TITAN KING CAB,2024,4WD,2543,1925,2019,5804
NISSAN,TITAN KING CAB,2024,RWD,2489,1908,2019,5796
NISSAN,TITAN XD CREW CAB,2022,4WD,3046,1999,2050,6165
NISSAN,TITAN XD CREW CAB,2023,4WD,3148,1991,2050,6165
NISSAN,TITAN XD CREW CAB,2024,4WD,3040,2000,2051,6190
NISSAN,VERSA,2007,FWD,1260,1565,1709,4295
NISSAN,VERSA,2008,FWD,1251,1565,1694,4295
NISSAN,VERSA,2009,FWD,1240,1535,1695,4295
NISSAN,VERSA,2010,FWD,1220,1534,1694,4455
NISSAN,VERSA,2011,FWD,1178,1565,1694,4465
NISSAN,VERSA,2012,FWD,1090,1514,1694,4465
NISSAN,VERSA,2013,FWD,1070,1514,1694,4465
NISSAN,VERSA,2014,FWD,1072,1514,1694,4455
NISSAN,VERSA,2015,FWD,1093,1514,1694,4455
NISSAN,VERSA,2016,FWD,1089,1514,1694,4455
NISSAN,VERSA,2017,FWD,1076,1514,1694,4465
NISSAN,VERSA,2018,FWD,1101,1514,1694,4455
NISSAN,VERSA,2019,FWD,1091,1514,1694,4415
NISSAN,VERSA,2020,FWD,1201,1476,1732,4496
NISSAN,VERSA,2022,FWD,1235,1473,1732,4496
NISSAN,VERSA,2023,FWD,1211,1476,1732,4496
NISSAN,VERSA,2024,FWD,1214,1473,1732,4496
NISSAN,VERSA,2025,FWD,1230,1488,1732,4496
NISSAN,VERSA NOTE,2014,FWD,1116,1537,1694,4140
NISSAN,VERSA NOTE,2015,FWD,1130,1537,1694,4140
NISSAN,VERSA NOTE,2016,FWD,1090,1537,1694,4140
NISSAN,VERSA NOTE,2017,FWD,1136,1537,1694,4140
NISSAN,VERSA NOTE,2018,FWD,1070,1535,1695,4100
NISSAN,XTERRA,2000,NA,1753,1715,1788,4521
NISSAN,XTERRA,2001,NA,1756,1750,1788,4520
NISSAN,XTERRA,2002,NA,1801,1859,1826,4524
NISSAN,XTERRA,2003,NA,1835,1855,1825,4445
NISSAN,XTERRA,2004,NA,1770,1849,1824,4521
NISSAN,XTERRA,2005,NA,1887,1877,1829,4529
NISSAN,XTERRA,2006,AWD,1940,1853,1826,4521
NISSAN,XTERRA,2007,AWD,1932,1908,1849,4539
NISSAN,XTERRA,2008,AWD,1906,1902,1849,4539
NISSAN,XTERRA,2009,AWD,1961,1902,1854,4539
NISSAN,XTERRA,2011,4WD,1967,1902,1854,4540
NISSAN,XTERRA,2012,4WD,1965,1902,1854,4540
NISSAN,XTERRA,2015,4WD,2002,1887,1849,4539
NISSAN,Z,2023,RWD,1581,1311,1849,4379
NISSAN,Z,2024,RWD,1581,1311,1849,4379
NISSAN,Z,2025,RWD,1588,1315,1849,4382
NISSAN,Z,2026,RWD,1645,1312,1850,4385
OLDSMOBILE,ALERO,2000,NA,1400,1395,1780,4730
OLDSMOBILE,ALERO,2001,NA,1388,1420,1781,4742
OLDSMOBILE,ALERO,2002,NA,1448,1407,1781,4742
OLDSMOBILE,ALERO,2003,NA,1420,1410,1781,4742
OLDSMOBILE,ALERO,2004,NA,1360,1397,1770,4740
OLDSMOBILE,AURORA,1996,NA,1800,1407,1890,5217
OLDSMOBILE,AURORA,1997,NA,1780,1407,1869,5217
OLDSMOBILE,AURORA,1999,NA,1729,1410,1895,5072
OLDSMOBILE,AURORA,2001,NA,1780,1410,1842,5090
OLDSMOBILE,BRAVADA,1994,NA,1789,1631,1722,4694
OLDSMOBILE,BRAVADA,1997,NA,1760,1631,1725,4643
OLDSMOBILE,BRAVADA,1999,NA,1800,1716,1775,4839
OLDSMOBILE,BRAVADA,2000,NA,1906,1664,1725,4905
OLDSMOBILE,BRAVADA,2002,NA,2025,1801,1895,4867
OLDSMOBILE,BRAVADA,2004,NA,2093,1725,1890,4867
OLDSMOBILE,CUTLASS,1998,NA,1438,1420,1786,4836
OLDSMOBILE,CUTLASS CIERA,1991,NA,1360,1379,1730,4760
OLDSMOBILE,CUTLASS CIERA,1992,NA,1370,1361,1786,4976
OLDSMOBILE,CUTLASS CIERA,1994,NA,1435,1374,1773,4890
OLDSMOBILE,CUTLASS CIERA,1995,NA,1451,1390,1755,4775
OLDSMOBILE,CUTLASS SUPREME,1993,NA,1520,1354,1796,4882
OLDSMOBILE,CUTLASS SUPREME,1994,NA,1533,1367,1824,4897
OLDSMOBILE,INTRIGUE,1998,NA,1565,1433,1869,4983
OLDSMOBILE,INTRIGUE,1999,NA,1572,1420,1869,4976
OLDSMOBILE,INTRIGUE,2000,NA,1570,1420,1869,4976
OLDSMOBILE,INTRIGUE,2001,NA,1621,1435,1854,4981
OLDSMOBILE,INTRIGUE,2002,NA,1582,1415,1869,5047
OLDSMOBILE,SILHOUETTE,2000,NA,1840,1808,1829,5103
OLDSMOBILE,SILHOUETTE,2001,NA,1750,1730,1829,5110
OLDSMOBILE,SILHOUETTE,2002,NA,1803,1750,1943,5113
OLDSMOBILE,SILHOUETTE,2003,NA,1780,1725,1829,5098
OLDSMOBILE,SILHOUETTE,2004,NA,1800,1722,1829,5110
PLYMOUTH,ACCLAIM,1994,NA,1286,1361,1730,4663
PLYMOUTH,GRAND VOYAGER,1997,NA,1675,1735,1935,5085
PLYMOUTH,GRAND VOYAGER,1999,NA,1705,1730,1935,5070
PLYMOUTH,NEON,1995,NA,1070,1390,1709,4333
PLYMOUTH,NEON,1998,NA,1130,1380,1702,4341
PLYMOUTH,NEON,2000,NA,1118,1384,1712,4369
PLYMOUTH,NEON,2001,NA,1120,1420,1712,4430
PLYMOUTH,VOYAGER,1993,NA,1660,1710,1875,4895
PLYMOUTH,VOYAGER,1995,NA,1600,1664,1829,4732
POLESTAR,POLESTAR 2,2022,AWD,2123,1479,1859,4606
POLESTAR,POLESTAR 2,2022,FWD,1940,1479,1859,4606
POLESTAR,POLESTAR 2,2023,AWD,2123,1479,1859,4606
POLESTAR,POLESTAR 2,2023,FWD,1940,1479,1859,4606
POLESTAR,POLESTAR 2,2024,AWD,2059,1479,1859,4606
POLESTAR,POLESTAR 2,2024,RWD,1948,1479,1859,4606
POLESTAR,POLESTAR 2,2025,AWD,2113,1479,1859,4606
POLESTAR,POLESTAR 2,2025,RWD,1948,1479,1859,4606
POLESTAR,POLESTAR 3,2025,AWD,2584,1614,1968,4900
PONTIAC,AZTEK,2001,NA,1719,1697,1857,4625
PONTIAC,AZTEK,2002,NA,1740,1697,1826,4625
PONTIAC,AZTEK,2003,NA,1720,1709,1857,4625
PONTIAC,AZTEK,2005,NA,1720,1709,1854,4625
PONTIAC,BONNEVILLE,1994,NA,1610,1412,1840,5070
PONTIAC,BONNEVILLE,1996,NA,1625,1443,1887,5151
PONTIAC,BONNEVILLE,1998,NA,1645,1435,1877,5210
PONTIAC,BONNEVILLE,1999,NA,1650,1440,1887,5253
PONTIAC,BONNEVILLE,2001,NA,1641,1433,1887,5154
PONTIAC,BONNEVILLE,2002,NA,1633,1430,1872,5160
PONTIAC,BONNEVILLE,2003,NA,1649,1445,1869,5126
