Make,Model,Year,Drive Train,Kerb Weight,Car Height,Car Length,Car Width
DODGE,CALIBER,2011,FWD,1400,1535,4415,1748
DODGE,CHALLENGER,2011,RWD,1739,1450,5022,1923
DODGE,CHARGER,2011,4WD,1979,1483,5085,1905
DODGE,DAKOTA,2011,4WD,2068,1798,5552,1821
DODGE,DURANGO,2011,4WD,2312,1821,5075,1925
DODGE,GRAND CARAVAN,2011,FWD,1960,1725,5151,1999
DODGE,JOURNEY,2011,4WD,1818,1692,4887,1834
DODGE,NITRO,2011,4WD,1941,1773,4584,1856
FORD,CROWN VICTORIA,2011,RWD,1859,1481,5385,1986
FORD,E-250,2011,RWD,2500,2088,5504,2017
FORD,EDGE,2011,AWD,1906,1702,4679,1930
FORD,ESCAPE,2011,4x2,1518,1725,4437,1806
FORD,EXPEDITION,2011,4x2,2544,1961,5245,2002
FORD,EXPLORER,2011,AWD,2233,1786,5006,2004
FORD,F-250,2011,4x2,3039,2029,6360,2029
FORD,FIESTA,2011,FWD,1115,1473,3950,1722
FORD,FLEX,2011,AWD,2122,1727,5126,1961
FORD,FOCUS,2011,FWD,1182,1425,4534,1722
FORD,FUSION,2011,AWD,1664,1445,4841,1842
FORD,MUSTANG,2011,RWD,1543,1400,4778,1877
FORD,RANGER,2011,4x2,1570,1656,5174,1727
FORD,TAURUS,2011,AWD,1985,1557,5154,1935
FORD,TRANSIT CONNECT,2011,FWD,1560,1844,4587,1811
GMC,ACADIA,2011,AWD,2203,1760,5103,1986
GMC,CANYON,2011,AWD,1780,1715,5271,1770
GMC,TERRAIN,2011,AWD,1827,1684,4707,1849
GMC,YUKON,2011,4WD,2547,1951,5131,2007
HONDA,ACCORD,2011,FWD,1465,1476,4930,1847
HONDA,ACCORD CROSSTOUR,2011,AWD,1882,1670,4999,1897
HONDA,CIVIC,2011,FWD,1205,1435,4503,1750
HONDA,CR-V,2011,AWD,1585,1679,4529,1819
HONDA,CR-Z,2011,FWD,1145,1395,4080,1740
HONDA,FIT,2011,FWD,1135,1525,4110,1675
HONDA,ODYSSEY,2011,FWD,1967,1737,5154,2012
HONDA,PILOT,2011,AWD,2089,1821,4862,1994
HONDA,RIDGELINE,2011,AWD,2041,1811,5263,1976
HYUNDAI,ACCENT,2011,FWD,1120,1475,4280,1695
HYUNDAI,AZERA,2011,FWD,1650,1490,4895,1845
HYUNDAI,ELANTRA,2011,FWD,1245,1445,4530,1775
HYUNDAI,GENESIS,2011,RWD,1700,1475,4975,1864
HYUNDAI,SANTA FE,2011,4WD,1803,1725,4660,1890
HYUNDAI,SONATA,2011,FWD,1457,1471,4821,1834
HYUNDAI,TUCSON,2011,4WD,1516,1656,4399,1821
HYUNDAI,VERACRUZ,2011,4WD,1961,1760,4841,1946
INFINITI,EX35,2011,AWD,1810,1577,4630,1872
INFINITI,G37,2011,AWD,1751,1453,4757,1773
INFINITI,M37,2011,AWD,1845,1501,4945,1844
INFINITI,M56,2011,AWD,1918,1501,4945,1844
JAGUAR,XF,2011,RWD,1779,1457,4961,1877
JEEP,COMPASS,2011,4WD,1554,1651,4404,1760
JEEP,GRAND CHEROKEE,2011,4WD,2155,1763,4821,1943
JEEP,LIBERTY,2011,4WD,1939,1760,4501,1836
JEEP,PATRIOT,2011,4WD,1545,1670,4408,1756
JEEP,WRANGLER,2011,4WD,1760,1801,4173,1872
KIA,FORTE,2011,FWD,1245,1460,4530,1775
KIA,OPTIMA,2011,FWD,1490,1455,4844,1831
KIA,RIO,2011,FWD,1095,1470,4240,1695
KIA,SEDONA,2011,FWD,1984,1755,5131,1984
KIA,SORENTO,2011,4WD,1745,1710,4685,1885
KIA,SOUL,2011,FWD,1295,1610,4105,1785
KIA,SPORTAGE,2011,4WD,1582,1635,4440,1855
LAND ROVER,RANGE ROVER,2011,4WD,2650,1877,4972,1958
LAND ROVER,RANGE ROVER SPORT,2011,4WD,2520,1789,4835,1931
LINCOLN,MKS,2011,AWD,1917,1565,5184,1915
LINCOLN,MKT,2011,AWD,2124,1725,5278,1930
LINCOLN,MKX,2011,AWD,1984,1709,4737,1928
LINCOLN,MKZ,2011,AWD,1698,1435,4829,1842
LINCOLN,TOWN CAR,2011,RWD,2018,1491,5469,1986
MAZDA,CX-9,2011,AWD,2060,1729,5096,1936
MAZDA,MAZDA3,2011,FWD,1300,1470,4595,1755
MAZDA,MAZDA6,2011,FWD,1481,1450,4920,1839
MAZDA,MX-5,2011,RWD,1150,1245,4000,1720
MAZDA,TRIBUTE,2011,4x2,1517,1725,4442,1806
MERCEDES-BENZ,C-CLASS,2011,AWD,1700,1445,4580,1770
MERCEDES-BENZ,CLS-CLASS,2011,RWD,1880,1416,4940,1881
MERCEDES-BENZ,E-CLASS,2011,AWD,1810,1471,4872,1854
MERCEDES-BENZ,GL-CLASS,2011,AWD,2450,1840,5088,1920
MERCEDES-BENZ,GLK-CLASS,2011,AWD,1860,1689,4524,1840
MERCEDES-BENZ,S-CLASS,2011,RWD,1955,1473,5226,1872
MERCEDES-BENZ,SL-CLASS,2011,AWD,1950,1298,4535,1820
MERCURY,GRAND MARQUIS,2011,RWD,1859,1448,5387,1979
MERCURY,MARINER,2011,4x2,1585,1740,4483,1806
MINI,COOPER CONVERTIBLE,2011,FWD,1295,1407,3713,1684
MITSUBISHI,ECLIPSE,2011,FWD,1495,1379,4569,1760
MITSUBISHI,ENDEAVOR,2011,AWD,1805,1722,4831,1869
MITSUBISHI,GALANT,2011,FWD,1475,1476,4858,1796
MITSUBISHI,LANCER,2011,AWD,1620,1491,4569,1763
MITSUBISHI,OUTLANDER,2011,AWD,1635,1680,4665,1800
NISSAN,370Z,2011,RWD,1466,1316,4247,1845
NISSAN,ALTIMA,2011,FWD,1444,1471,4844,1796
NISSAN,ARMADA,2011,4WD,2645,1981,5276,2017
NISSAN,CUBE,2011,FWD,1256,1669,3980,1694
NISSAN,FRONTIER,2011,4WD,2020,1786,5220,1849
NISSAN,JUKE,2011,4WD,1434,1570,4135,1765
NISSAN,LEAF,2011,FWD,1522,1549,4445,1770
NISSAN,MAXIMA,2011,FWD,1623,1453,4841,1859
NISSAN,MURANO,2011,AWD,1845,1720,4829,1882
NISSAN,PATHFINDER,2011,4WD,2118,1834,4884,1849
NISSAN,QUEST,2011,FWD,1961,1854,5100,1971
NISSAN,ROGUE,2011,AWD,1571,1684,4630,1786
NISSAN,SENTRA,2011,FWD,1317,1530,4567,1790
NISSAN,TITAN,2011,4WD,2451,1946,5705,2019
NISSAN,VERSA,2011,FWD,1178,1565,4465,1694
NISSAN,XTERRA,2011,4WD,1967,1902,4540,1854
PORSCHE,CAYENNE,2011,AWD,2065,1702,4846,1938
PORSCHE,PANAMERA,2011,RWD,1760,1418,4984,1931
SUBARU,FORESTER,2011,AWD,1500,1700,4560,1795
SUBARU,IMPREZA,2011,AWD,1380,1475,4580,1740
SUBARU,LEGACY,2011,AWD,1500,1506,4735,1796
SUBARU,OUTBACK,2011,AWD,1622,1679,4780,1821
TOYOTA,4RUNNER,2011,AWD,2121,1816,4831,1925
TOYOTA,AVALON,2011,FWD,1620,1491,4981,1849
TOYOTA,CAMRY,2011,FWD,1482,1471,4806,1821
TOYOTA,COROLLA,2011,FWD,1260,1465,4540,1760
TOYOTA,FJ CRUISER,2011,AWD,1970,1829,4671,1910
TOYOTA,HIGHLANDER,2011,AWD,1850,1730,4785,1910
TOYOTA,PRIUS,2011,FWD,1380,1492,4460,1745
TOYOTA,RAV4,2011,AWD,1630,1725,4620,1816
TOYOTA,SCION TC,2011,FWD,1388,1420,4554,1796
TOYOTA,SCION XB,2011,FWD,1390,1641,4249,1760
TOYOTA,SEQUOIA,2011,AWD,2722,1971,5210,2029
TOYOTA,SIENNA,2011,AWD,2143,1778,5085,1994
TOYOTA,TACOMA,2011,AWD,1930,1781,5286,1895
TOYOTA,TUNDRA,2011,AWD,2550,1940,5808,2030
TOYOTA,VENZA,2011,AWD,1835,1610,4801,1905
TOYOTA,YARIS,2011,FWD,1040,1530,3785,1695
VOLKSWAGEN,GOLF,2011,FWD,1349,1479,4199,1786
VOLKSWAGEN,GTI,2011,FWD,1376,1468,4209,1778
VOLKSWAGEN,JETTA,2011,FWD,1365,1453,4640,1778
VOLKSWAGEN,JETTA SPORTWAGEN,2011,FWD,1457,1504,4534,1794
VOLKSWAGEN,ROUTAN,2011,FWD,2030,1750,5144,1953
VOLKSWAGEN,TIGUAN,2011,AWD,1620,1689,4402,1808
VOLVO,C30,2011,FWD,1453,1448,4252,1783
VOLVO,S40,2011,AWD,1515,1450,4470,1770
VOLVO,S80,2011,AWD,1774,1493,4851,1861
ACURA,MDX,2010,AWD,2100,1732,4844,1961
ACURA,RDX,2010,AWD/FWD,1787,1656,4676,1872
ACURA,TL,2010,AWD/FWD,1806,1453,4961,1880
ACURA,TSX,2010,FWD,1544,1438,4714,1839
AUDI,A4,2010,FWD/AWD,1635,1427,4704,1826
AUDI,A5,2010,AWD,1610,1392,4625,1854
AUDI,Q5,2010,AWD,1795,1653,4629,1880
AUDI,Q7,2010,AWD,2345,1737,5089,1983
BMW,X5,2010,4WD,2150,1775,4856,1933
BMW,Z4,2010,RWD,1490,1291,4239,1790
BUICK,ENCLAVE,2010,FWD/AWD,2159,1845,5126,2007
BUICK,LACROSSE,2010,FWD/AWD,1845,1494,4996,1854
BUICK,LUCERNE,2010,FWD,1703,1468,5161,1869
CADILLAC,CTS,2010,RWD/AWD,1740,1459,4860,1842
CADILLAC,DTS,2010,FWD,1847,1466,5273,1897
CADILLAC,ESCALADE,2010,RWD/AWD,2638,1887,5144,2007
CADILLAC,SRX,2010,FWD/AWD,2007,1674,4834,1910
CADILLAC,STS,2010,RWD/AWD,1800,1463,4986,1842
CHEVROLET,AVALANCHE,2010,RWD/4WD,2550,1953,5621,2007
CHEVROLET,AVEO,2010,FWD,1170,1501,4310,1709
CHEVROLET,CAMARO,2010,RWD,1709,1377,4836,1918
CHEVROLET,COBALT,2010,FWD,1315,1450,4585,1725
CHEVROLET,CORVETTE,2010,RWD,1459,1245,4460,1844
CHEVROLET,EQUINOX,2010,FWD/AWD,1715,1684,4770,1842
CHEVROLET,HHR,2010,FWD,1455,1588,4475,1758
CHEVROLET,IMPALA,2010,FWD,1613,1491,5090,1854
CHEVROLET,MALIBU,2010,FWD,1559,1450,4872,1786
CHEVROLET,TAHOE,2010,RWD/4WD,2516,1953,5131,2007
CHEVROLET,TRAVERSE,2010,FWD/AWD,2223,1849,5207,1994
CHRYSLER,300,2010,RWD/AWD,1752,1483,5015,1880
CHRYSLER,PT CRUISER,2010,FWD,1465,1601,4288,1704
CHRYSLER,SEBRING,2010,FWD,1542,1496,4844,1786
DODGE,AVENGER,2010,FWD,1565,1497,4869,1824
DODGE,CALIBER,2010,FWD,1406,1535,4415,1750
DODGE,CHALLENGER,2010,RWD,1831,1448,5022,1923
DODGE,CHARGER,2010,RWD/AWD,1914,1478,5083,1892
DODGE,GRAND CARAVAN,2010,FWD,1962,1750,5144,1953
DODGE,JOURNEY,2010,FWD/AWD,1725,1700,4888,1834
DODGE,NITRO,2010,RWD/AWD,1928,1783,4544,1857
FORD,CROWN VICTORIA,2010,RWD,1840,1491,5385,1986
FORD,EDGE,2010,FWD/AWD,1916,1721,4719,1923
FORD,ESCAPE,2010,FWD/AWD,1590,1725,4437,1806
FORD,EXPEDITION,2010,AWD/2WD,2550,1974,5293,2002
FORD,EXPLORER,2010,RWD/AWD,2118,1842,4912,1872
FORD,EXPLORER SPORT TRAC,2010,RWD/AWD,2150,1824,5339,1872
FORD,FLEX,2010,FWD/AWD,2000,1727,5126,1961
FORD,FOCUS,2010,FWD,1200,1425,4534,1722
FORD,FUSION,2010,FWD/AWD,1651,1445,4841,1842
FORD,MUSTANG,2010,RWD,1566,1412,4778,1877
FORD,TAURUS,2010,FWD/AWD,1779,1542,5154,1935
GMC,ACADIA,2010,FWD/AWD,2180,1775,5108,1986
GMC,TERRAIN,2010,FWD/4WD,1827,1684,4707,1849
HONDA,ACCORD,2010,FWD,1475,1476,4849,1849
HONDA,ACCORD CROSSTOUR,2010,FWD/AWD,1872,1669,4999,1897
HONDA,CIVIC,2010,FWD,1251,1435,4503,1750
HONDA,CR-V,2010,AWD/FWD,1595,1675,4525,1820
HONDA,FIT,2010,FWD,1135,1525,4105,1695
HONDA,INSIGHT,2010,FWD,1220,1425,4390,1695
HONDA,ODYSSEY,2010,FWD,1984,1737,5110,1958
HONDA,PILOT,2010,AWD/FWD,2055,1821,4849,1994
HONDA,RIDGELINE,2010,AWD,2043,1786,5253,1976
HYUNDAI,ACCENT,2010,FWD,1118,1471,4046,1694
HYUNDAI,ELANTRA,2010,FWD,1270,1471,4506,1775
HYUNDAI,ELANTRA TOURING,2010,FWD,1387,1519,4475,1775
HYUNDAI,GENESIS,2010,RWD,1720,1480,4975,1890
HYUNDAI,GENESIS COUPE,2010,RWD,1537,1384,4630,1864
HYUNDAI,SANTA FE,2010,FWD/AWD,1750,1725,4676,1890
HYUNDAI,SONATA,2010,FWD,1473,1471,4821,1834
HYUNDAI,TUCSON,2010,FWD/AWD,1490,1660,4400,1820
HYUNDAI,VERACRUZ,2010,FWD/AWD,1967,1750,4840,1945
INFINITI,G37,2010,RWD,1646,1392,4656,1821
JAGUAR,XF,2010,RWD,1771,1457,4961,1877
JEEP,COMMANDER,2010,RWD/AWD,2250,1788,4788,1900
JEEP,COMPASS,2010,FWD/AWD,1531,1666,4405,1760
JEEP,GRAND CHEROKEE,2010,RWD/AWD,2037,1722,4770,1862
JEEP,LIBERTY,2010,RWD/AWD,1845,1799,4493,1826
JEEP,PATRIOT,2010,FWD/AWD,1530,1666,4409,1758
JEEP,WRANGLER,2010,AWD,1720,1801,4161,1872
KIA,FORTE,2010,FWD,1225,1461,4529,1775
KIA,OPTIMA,2010,FWD,1460,1480,4800,1805
KIA,RIO,2010,FWD,1144,1471,4242,1694
KIA,SEDONA,2010,FWD,1984,1755,5131,1984
KIA,SOUL,2010,FWD,1290,1610,4105,1786
KIA,SPORTAGE,2010,FWD/AWD,1550,1735,4350,1800
LAND ROVER,LR4,2010,AWD,2583,1837,4829,2022
LAND ROVER,RANGE ROVER,2010,AWD,2580,1877,4972,2034
LAND ROVER,RANGE ROVER SPORT,2010,AWD,2535,1789,4835,1933
LINCOLN,MKS,2010,FWD/AWD,1937,1567,5184,1933
LINCOLN,MKT,2010,FWD/AWD,2146,1712,5273,1930
LINCOLN,MKX,2010,FWD/AWD,2015,1707,4737,1925
LINCOLN,MKZ,2010,FWD/AWD,1573,1435,4841,1842
LINCOLN,NAVIGATOR,2010,AWD/2WD,2770,1976,5293,2002
LINCOLN,TOWN CAR,2010,RWD,1983,1471,5469,1986
MAZDA,CX-7,2010,FWD/AWD,1768,1645,4700,1870
MAZDA,CX-9,2010,FWD/AWD,2046,1727,5095,1936
MAZDA,MAZDA3,2010,FWD,1285,1471,4580,1755
MAZDA,MAZDA6,2010,FWD,1539,1471,4920,1839
MAZDA,RX-8,2010,RWD,1380,1341,4460,1770
MERCEDES-BENZ,C-CLASS,2010,4WD/2WD,1680,1447,4581,1770
MERCEDES-BENZ,CLS-CLASS,2010,2WD,1859,1390,4915,1873
MERCEDES-BENZ,E-CLASS,2010,2WD,1735,1471,4872,1854
MERCEDES-BENZ,GLK-CLASS,2010,4WD/2WD,1835,1669,4524,1840
MERCEDES-BENZ,S-CLASS,2010,4WD/2WD,2135,1485,5227,1872
MERCURY,GRAND MARQUIS,2010,RWD,1840,1438,5385,1989
MERCURY,MARINER,2010,FWD/AWD,1588,1727,4442,1803
MERCURY,MILAN,2010,FWD/AWD,1555,1433,4862,1842
MERCURY,MOUNTAINEER,2010,RWD/AWD,2100,1798,4912,1872
MINI,CLUBMAN,2010,FWD,1210,1432,3959,1683
MINI,COOPER,2010,FWD,1150,1407,3723,1683
MITSUBISHI,GALANT,2010,FWD,1525,1461,4872,1839
MITSUBISHI,LANCER,2010,FWD/AWD,1350,1490,4570,1760
MITSUBISHI,OUTLANDER,2010,FWD/AWD,1600,1725,4641,1801
NISSAN,370Z,2010,RWD,1466,1316,4244,1869
NISSAN,ALTIMA,2010,FWD,1470,1470,4845,1795
NISSAN,ARMADA,2010,RWD/4WD,2650,1986,5271,2002
NISSAN,CUBE,2010,FWD,1265,1670,3980,1695
NISSAN,GT-R,2010,AWD,1740,1370,4655,1895
NISSAN,MAXIMA,2010,FWD,1630,1471,4859,1859
NISSAN,MURANO,2010,FWD/AWD,1800,1702,4788,1872
NISSAN,PATHFINDER,2010,RWD/4WD,2047,1836,4884,1849
NISSAN,ROGUE,2010,FWD/AWD,1596,1684,4630,1783
NISSAN,SENTRA,2010,FWD,1350,1511,4567,1791
NISSAN,VERSA,2010,FWD,1220,1534,4455,1694
PONTIAC,G6,2010,FWD,1586,1450,4831,1786
PONTIAC,VIBE,2010,FWD/AWD,1457,1570,4361,1763
PORSCHE,CAYENNE,2010,AWD,2295,1699,4798,1928
SUBARU,FORESTER,2010,AWD,1525,1700,4560,1780
SUBARU,IMPREZA,2010,AWD,1430,1476,4415,1740
SUBARU,LEGACY,2010,AWD,1527,1506,4735,1796
SUBARU,OUTBACK,2010,AWD,1580,1669,4785,1786
TOYOTA,4RUNNER,2010,RWD/AWD,2120,1820,4830,1925
TOYOTA,AVALON,2010,FWD,1610,1476,5009,1821
TOYOTA,CAMRY,2010,FWD,1481,1470,4805,1821
TOYOTA,COROLLA,2010,FWD,1240,1466,4540,1760
TOYOTA,FJ CRUISER,2010,RWD/AWD,1948,1930,4671,1895
TOYOTA,HIGHLANDER,2010,FWD/AWD,1860,1816,4785,1910
TOYOTA,PRIUS,2010,FWD,1380,1490,4460,1745
TOYOTA,RAV4,2010,FWD/AWD,1696,1685,4630,1815
TOYOTA,SCION TC,2010,FWD,1350,1415,4420,1760
TOYOTA,SCION XB,2010,FWD,1399,1641,4280,1760
TOYOTA,SEQUOIA,2010,RWD/AWD,2585,1956,5210,2029
TOYOTA,SIENNA,2010,FWD/AWD,2100,1795,5085,1966
TOYOTA,VENZA,2010,FWD/AWD,1832,1610,4801,1905
TOYOTA,YARIS,2010,FWD,1050,1530,3785,1695
VOLKSWAGEN,EOS,2010,FWD,1568,1442,4423,1791
VOLKSWAGEN,GOLF,2010,FWD,1249,1479,4199,1779
VOLKSWAGEN,GTI,2010,FWD,1376,1469,4213,1789
VOLKSWAGEN,JETTA,2010,FWD,1445,1459,4628,1781
VOLKSWAGEN,PASSAT,2010,FWD,1519,1471,4780,1821
VOLKSWAGEN,TIGUAN,2010,FWD/AWD,1618,1690,4427,1809
VOLVO,S40,2010,FWD/AWD,1500,1453,4496,1770
VOLVO,S80,2010,FWD/AWD,1784,1493,4851,1861
VOLVO,XC60,2010,FWD/AWD,1845,1713,4627,1891
VOLVO,XC90,2010,FWD/AWD,2070,1784,4807,1909
ACURA,MDX,2009,AWD,2068,1735,4839,1994
ACURA,TL,2009,AWD/FWD,1805,1427,4966,1880
ACURA,TSX,2009,FWD,1554,1440,4727,1839
AUDI,A4,2009,FWD/AWD,1540,1427,4703,1826
AUDI,A6,2009,FWD/AWD,1705,1459,4927,1855
AUDI,S5,2009,AWD,1725,1367,4635,1854
BMW,X3,2009,AWD,1815,1674,4569,1854
BMW,X5,2009,AWD,2220,1765,4856,1933
BUICK,ENCLAVE,2009,FWD/AWD,2142,1834,5126,2007
BUICK,LACROSSE,2009,FWD,1621,1463,5050,1854
BUICK,LUCERNE,2009,FWD,1700,1473,5161,1869
CADILLAC,CTS,2009,RWD/AWD,1850,1453,4867,1842
CADILLAC,DTS,2009,FWD,1814,1466,5263,1900
CADILLAC,ESCALADE,2009,RWD/AWD,2639,1887,5144,2007
CADILLAC,STS,2009,RWD/AWD,1830,1464,4983,1845
CHEVROLET,AVALANCHE,2009,RWD/4WD,2448,1951,5621,2007
CHEVROLET,AVEO,2009,FWD,1150,1473,4313,1674
CHEVROLET,COBALT,2009,FWD,1261,1450,4579,1725
CHEVROLET,COLORADO,2009,RWD/AWD,1744,1722,5260,1717
CHEVROLET,CORVETTE,2009,RWD,1455,1245,4460,1844
CHEVROLET,EQUINOX,2009,FWD/AWD,1697,1722,4823,1786
CHEVROLET,HHR,2009,FWD,1435,1603,4475,1758
CHEVROLET,IMPALA,2009,FWD,1613,1491,5090,1852
CHEVROLET,MALIBU,2009,FWD,1538,1450,4872,1786
CHEVROLET,SUBURBAN,2009,RWD/AWD,2524,1953,5649,2007
CHEVROLET,TAHOE,2009,RWD/AWD,2450,1951,5131,2007
CHEVROLET,TRAILBLAZER,2009,RWD/AWD,2041,1842,4872,1897
CHEVROLET,TRAVERSE,2009,FWD/AWD,2234,1775,5207,1994
CHRYSLER,300,2009,RWD/AWD,1743,1483,5024,1880
CHRYSLER,PT CRUISER,2009,FWD,1435,1601,4288,1704
CHRYSLER,SEBRING,2009,FWD,1565,1499,4841,1819
DODGE,AVENGER,2009,FWD,1530,1478,4831,1824
DODGE,CALIBER,2009,FWD,1410,1635,4415,1795
DODGE,CHALLENGER,2009,RWD,1835,1449,5022,1923
DODGE,CHARGER,2009,RWD/AWD,1760,1478,5077,1892
DODGE,DAKOTA,2009,RWD/AWD,1952,1755,5552,1821
DODGE,GRAND CARAVAN,2009,FWD,2010,1753,5143,1953
DODGE,JOURNEY,2009,FWD/AWD,1914,1692,4887,1834
FORD,CROWN VICTORIA,2009,RWD,1843,1445,5385,1986
FORD,EDGE,2009,FWD/AWD,1835,1702,4717,1923
FORD,ESCAPE,2009,FWD/AWD,1550,1725,4437,1806
FORD,EXPEDITION,2009,AWD/2WD,2640,1961,5245,2002
FORD,EXPLORER,2009,RWD/AWD,2126,1849,4912,1872
FORD,F-150,2009,AWD/2WD,2585,1920,5697,2012
FORD,F-250,2009,AWD/2WD,3400,2045,6680,2030
FORD,F-350,2009,AWD/2WD,3450,2070,6310,2030
FORD,FLEX,2009,FWD/AWD,2055,1727,5131,1930
FORD,FOCUS,2009,FWD,1195,1478,4539,1727
FORD,FUSION,2009,FWD/AWD,1500,1372,4831,1842
FORD,MUSTANG,2009,RWD,1526,1412,4775,1877
FORD,RANGER,2009,RWD/AWD,1580,1780,4818,1760
FORD,TAURUS,2009,FWD/AWD,1697,1560,5098,1918
GMC,ACADIA,2009,FWD/AWD,2180,1834,5105,1986
GMC,CANYON,2009,RWD/AWD,1780,1740,5260,1781
GMC,ENVOY,2009,RWD/AWD,2089,1880,4867,1897
GMC,YUKON,2009,RWD/AWD,2525,1953,5131,2007
GMC,YUKON XL,2009,RWD/AWD,2600,1960,5649,2009
HONDA,ACCORD,2009,FWD,1465,1476,4930,1847
HONDA,CIVIC,2009,FWD,1230,1435,4505,1750
HONDA,CR-V,2009,AWD/FWD,1636,1679,4519,1819
HONDA,ELEMENT,2009,AWD/FWD,1632,1770,4300,1819
HONDA,FIT,2009,FWD,1129,1524,4105,1676
HONDA,ODYSSEY,2009,FWD,1975,1737,5154,1958
HONDA,PILOT,2009,AWD/FWD,1959,1821,4849,1994
HONDA,RIDGELINE,2009,AWD,2070,1803,5309,1971
HUMMER,H3,2009,AWD,2132,1897,4793,1971
HYUNDAI,ACCENT,2009,FWD,1144,1471,4285,1694
HYUNDAI,AZERA,2009,FWD,1641,1478,4895,1864
HYUNDAI,ELANTRA,2009,FWD,1248,1481,4506,1775
HYUNDAI,GENESIS,2009,RWD,1740,1490,4975,1890
HYUNDAI,SANTA FE,2009,FWD/AWD,1859,1725,4679,1890
HYUNDAI,SONATA,2009,FWD,1495,1476,4818,1834
INFINITI,G37,2009,RWD,1641,1392,4651,1824
INFINITI,QX56,2009,RWD/AWD,2475,1986,5250,2001
JAGUAR,XF,2009,RWD,1772,1448,4961,1877
JEEP,COMPASS,2009,FWD/AWD,1541,1656,4404,1760
JEEP,GRAND CHEROKEE,2009,RWD/AWD,2040,1755,4752,1862
JEEP,LIBERTY,2009,RWD/AWD,1840,1770,4429,1844
JEEP,PATRIOT,2009,FWD/AWD,1552,1664,4409,1755
JEEP,WRANGLER,2009,AWD,1740,1801,4173,1872
KIA,BORREGO,2009,RWD/AWD,2110,1810,4880,1915
KIA,OPTIMA,2009,FWD,1450,1476,4801,1806
KIA,RIO,2009,FWD,1095,1470,4290,1695
KIA,RONDO,2009,FWD,1572,1700,4496,1821
KIA,SEDONA,2009,FWD,2041,1760,5131,1994
KIA,SORENTO,2009,RWD/AWD,2050,1730,4590,1863
KIA,SPECTRA,2009,FWD,1280,1415,4510,1725
KIA,SPORTAGE,2009,FWD/AWD,1599,1730,4350,1800
LAND ROVER,RANGE ROVER SPORT,2009,AWD,2582,1789,4788,1933
LINCOLN,MKS,2009,FWD/AWD,1920,1565,5189,1928
LINCOLN,MKZ,2009,FWD/AWD,1574,1433,4839,1842
LINCOLN,NAVIGATOR,2009,AWD/2WD,2715,1976,5288,2002
LINCOLN,TOWN CAR,2009,RWD,1991,1527,5469,1994
MAZDA,CX-7,2009,FWD/AWD,1750,1645,4680,1870
MAZDA,MAZDA3,2009,FWD,1338,1466,4506,1760
MAZDA,MAZDA5,2009,FWD,1494,1615,4554,1749
MAZDA,MAZDA6,2009,FWD,1515,1450,4920,1839
MAZDA,TRIBUTE,2009,FWD/AWD,1621,1727,4442,1806
MERCEDES-BENZ,C-CLASS,2009,RWD/AWD,1665,1448,4589,1770
MERCEDES-BENZ,CLK-CLASS,2009,RWD,1680,1413,4652,1739
MERCEDES-BENZ,CLS-CLASS,2009,RWD,1814,1382,4910,1872
MERCEDES-BENZ,E-CLASS,2009,RWD/AWD,1785,1460,4820,1822
MERCEDES-BENZ,GL-CLASS,2009,AWD,2430,1839,5095,1941
MERCEDES-BENZ,SL-CLASS,2009,RWD,1945,1308,4564,1821
MERCEDES-BENZ,SLK-CLASS,2009,RWD,1525,1296,4103,1777
MERCURY,GRAND MARQUIS,2009,RWD,1807,1478,5385,1989
MERCURY,MARINER,2009,FWD/AWD,1580,1725,4442,1806
MERCURY,MILAN,2009,FWD/AWD,1531,1425,4862,1834
MERCURY,SABLE,2009,FWD/AWD,1746,1527,5154,1892
MINI,COOPER,2009,FWD,1135,1407,3723,1683
MITSUBISHI,ECLIPSE SPYDER,2009,FWD,1590,1390,4560,1785
MITSUBISHI,GALANT,2009,FWD,1550,1470,4902,1840
MITSUBISHI,LANCER,2009,FWD/AWD,1570,1491,4582,1763
MITSUBISHI,OUTLANDER,2009,FWD/AWD,1590,1725,4640,1800
NISSAN,370Z,2009,RWD,1466,1316,4244,1844
NISSAN,ALTIMA,2009,FWD,1444,1425,4844,1796
NISSAN,ARMADA,2009,RWD/4WD,2620,1986,5271,2002
NISSAN,CUBE,2009,FWD,1215,1650,3980,1695
NISSAN,MAXIMA,2009,FWD,1630,1471,4841,1859
NISSAN,MURANO,2009,FWD/AWD,1748,1729,4834,1882
NISSAN,PATHFINDER,2009,RWD/AWD,2086,1854,4813,1862
NISSAN,ROGUE,2009,FWD/AWD,1561,1659,4646,1801
NISSAN,SENTRA,2009,FWD,1318,1511,4567,1791
NISSAN,TITAN,2009,RWD/4WD,2380,1968,5606,2004
NISSAN,VERSA,2009,FWD,1240,1535,4295,1695
NISSAN,XTERRA,2009,RWD/AWD,1961,1902,4539,1854
PONTIAC,G3,2009,FWD,1200,1499,4328,1694
PONTIAC,G5,2009,FWD,1240,1410,4585,1725
PONTIAC,G6,2009,FWD,1568,1440,4800,1778
PONTIAC,G8,2009,RWD,1812,1466,4981,1900
PONTIAC,TORRENT,2009,FWD/AWD,1735,1715,4795,1815
PONTIAC,VIBE,2009,FWD/AWD,1300,1570,4366,1763
PORSCHE,CAYENNE,2009,AWD,2240,1694,4798,1928
SATURN,AURA,2009,FWD,1588,1461,4826,1786
SATURN,OUTLOOK,2009,FWD/AWD,2136,1775,5098,1986
